id,slug,url,brand,supplier,supplierSourceUrl,range,rangeSlug,colour,category,shortDescription,thickness,boardSize,packSizeM2,installationMethod,finish,warrantySummary,suitableUse,cautionNotes,stockStatusLabel,primaryImage,altText,galleryStatus,specSheetUrl,wearLayer,coreType,acousticBacking,waterResistance,acRating,edgeDetail,species,totalThickness,structureCore,surfaceFinish,gradeCharacter,boardWidth,rawOrPrefinished,sandingFinishingNotes,plankOrTileFormat,commercialSuitability,sourceTag
hardwood-collection-antique,hardwood-collection-antique,/products/hardwood-collection-antique/,,,,Hardwood Collection,hardwood-collection,Antique,Engineered timber,"Hardwood Collection Antique is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test 7.5mm Easi-Plank Hybrid Plank Download Acoustic Test 8mm,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/antique/antique-swatch.webp,Antique Hardwood Collection flooring,single-image-only,,Plank or Parquetry Download Installation Download Acoustic Test 7.5mm Easi-Plank,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-antique-oak,hardwood-collection-antique-oak,/products/hardwood-collection-antique-oak/,,,,Hardwood Collection,hardwood-collection,Antique Oak,Engineered timber,"Hardwood Collection Antique Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test Download Fire Test Download Floor Care Download Safety Da,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/antique-oak/antique-oak-swatch.webp,Antique Oak Hardwood Collection flooring,single-image-only,,,,,,,,Oak,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-arctic-fox,hardwood-collection-arctic-fox,/products/hardwood-collection-arctic-fox/,,,,Hardwood Collection,hardwood-collection,Arctic Fox,Engineered timber,"Hardwood Collection Arctic Fox is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,WR Laminate Download Warranty Download Brochure - Oakleaf HD PLUS Laminate Downl,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/arctic-fox/arctic-fox-swatch.webp,Arctic Fox Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-artisan-oak-beige,hardwood-collection-artisan-oak-beige,/products/hardwood-collection-artisan-oak-beige/,,,,Hardwood Collection,hardwood-collection,Artisan Oak Beige,Engineered timber,"Hardwood Collection Artisan Oak Beige is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Aquastop MR Laminate Download Warranty Download Floor Instruction Download Broch,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/artisan-oak-beige/artisan-oak-beige-swatch.webp,Artisan Oak Beige Hardwood Collection flooring,multi-image,,,,,,,,Oak,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-artisan-oak-natural,hardwood-collection-artisan-oak-natural,/products/hardwood-collection-artisan-oak-natural/,,,,Hardwood Collection,hardwood-collection,Artisan Oak Natural,Engineered timber,"Hardwood Collection Artisan Oak Natural is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Aquastop MR Laminate Download Warranty Download Floor Instruction Download Broch,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/artisan-oak-natural/artisan-oak-natural-swatch.webp,Artisan Oak Natural Hardwood Collection flooring,multi-image,,,,,,,,Oak,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-ashwood,hardwood-collection-ashwood,/products/hardwood-collection-ashwood/,,,,Hardwood Collection,hardwood-collection,Ashwood,Engineered timber,"Hardwood Collection Ashwood is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Floor Care Download Acoustic Test 14mm Download See more of our product,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/ashwood/ashwood-swatch.webp,Ashwood Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-aspen-oak,hardwood-collection-aspen-oak,/products/hardwood-collection-aspen-oak/,,,,Hardwood Collection,hardwood-collection,Aspen Oak,Engineered timber,"Hardwood Collection Aspen Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.","12mm, AC4, Plank Size: Length 2200mm Pack Pack Qty: 1.698m² Brand Oakleaf Lamina",,,Download Acoustic Test Download Floor Care Download Specification Data Sheet Dow,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/aspen-oak/aspen-oak-swatch.webp,Aspen Oak Hardwood Collection flooring,multi-image,,,,,,,,Oak,"12mm, AC4, Plank Size: Length 2200mm Pack Pack Qty: 1.698m² Brand Oakleaf Lamina",,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-autumn-leaves,hardwood-collection-autumn-leaves,/products/hardwood-collection-autumn-leaves/,,,,Hardwood Collection,hardwood-collection,Autumn Leaves,Engineered timber,"Hardwood Collection Autumn Leaves is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download See more of our products Hardwood Collection Winter Frost Timber Floori,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/autumn-leaves/autumn-leaves-swatch.webp,Autumn Leaves Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-avola-natural,hardwood-collection-avola-natural,/products/hardwood-collection-avola-natural/,,,,Hardwood Collection,hardwood-collection,Avola Natural,Engineered timber,"Hardwood Collection Avola Natural is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/avola-natural/avola-natural-swatch.webp,Avola Natural Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-beach,hardwood-collection-beach,/products/hardwood-collection-beach/,,,,Hardwood Collection,hardwood-collection,Beach,Engineered timber,"Hardwood Collection Beach is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Aquastop MR Laminate Download Warranty Download Floor Instruction Download Broch,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/beach/beach-swatch.webp,Beach Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bedrock,hardwood-collection-bedrock,/products/hardwood-collection-bedrock/,,,,Hardwood Collection,hardwood-collection,Bedrock,Engineered timber,"Hardwood Collection Bedrock is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,WR Laminate Download Warranty Download Brochure - Oakleaf HD PLUS Laminate Downl,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/bedrock/bedrock-swatch.webp,Bedrock Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bellmore-oak,hardwood-collection-bellmore-oak,/products/hardwood-collection-bellmore-oak/,,,,Hardwood Collection,hardwood-collection,Bellmore Oak,Engineered timber,"Hardwood Collection Bellmore Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,WR Laminate Download Warranty Download Brochure - Oakleaf HD PLUS Laminate Downl,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/abbey-grey/abbey-grey-swatch.webp,Bellmore Oak Hardwood Collection flooring,range-image,,,,,,,,Oak,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-black-fox,hardwood-collection-black-fox,/products/hardwood-collection-black-fox/,,,,Hardwood Collection,hardwood-collection,Black Fox,Engineered timber,"Hardwood Collection Black Fox is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/black-fox/black-fox-swatch.webp,Black Fox Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bleached-driftwood,hardwood-collection-bleached-driftwood,/products/hardwood-collection-bleached-driftwood/,,,,Hardwood Collection,hardwood-collection,Bleached Driftwood,Engineered timber,"Hardwood Collection Bleached Driftwood is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/bleached-driftwood/bleached-driftwood-swatch.webp,Bleached Driftwood Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bluegrass,hardwood-collection-bluegrass,/products/hardwood-collection-bluegrass/,,,,Hardwood Collection,hardwood-collection,Bluegrass,Engineered timber,"Hardwood Collection Bluegrass is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",1900mm length (nested shorts) 2mm Solid Hickory wear layer. Pack Qty: 2.155m2 /,,,Instruction Click Download Warranty Download Brochure - Elk Falls Hickory Downlo,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/bluegrass/bluegrass-swatch.webp,Bluegrass Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated if required Janka Hardness scale 9.5kN Downlo,,,,,,,1900mm length (nested shorts) 2mm Solid Hickory wear layer. Pack Qty: 2.155m2 /,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bondi,hardwood-collection-bondi,/products/hardwood-collection-bondi/,,,,Hardwood Collection,hardwood-collection,Bondi,Engineered timber,"Hardwood Collection Bondi is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/bondi/bondi-swatch.webp,Bondi Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bondi-beach,hardwood-collection-bondi-beach,/products/hardwood-collection-bondi-beach/,,,,Hardwood Collection,hardwood-collection,Bondi Beach,Engineered timber,"Hardwood Collection Bondi Beach is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/bondi-beach/bondi-beach-swatch.webp,Bondi Beach Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-brazilian-oak,hardwood-collection-brazilian-oak,/products/hardwood-collection-brazilian-oak/,,,,Hardwood Collection,hardwood-collection,Brazilian Oak,Engineered timber,"Hardwood Collection Brazilian Oak is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test Download Fire Test Download Floor Care Download Safety Da,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/brazilian-oak/brazilian-oak-swatch.webp,Brazilian Oak Hardwood Collection flooring,single-image-only,,,,,,,,Oak,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-bright,hardwood-collection-bright,/products/hardwood-collection-bright/,,,,Hardwood Collection,hardwood-collection,Bright,Engineered timber,"Hardwood Collection Bright is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Aquastop MR Laminate Download Warranty Download Floor Instruction Download Broch,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/bright/bright-swatch.webp,Bright Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-brown-sugar,hardwood-collection-brown-sugar,/products/hardwood-collection-brown-sugar/,,,,Hardwood Collection,hardwood-collection,Brown Sugar,Engineered timber,"Hardwood Collection Brown Sugar is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Floor Care Download Acoustic Test 14mm Download See more of our product,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/brown-sugar/brown-sugar-swatch.webp,Brown Sugar Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-brownstone,hardwood-collection-brownstone,/products/hardwood-collection-brownstone/,,,,Hardwood Collection,hardwood-collection,Brownstone,Engineered timber,"Hardwood Collection Brownstone is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/brownstone/brownstone-swatch.webp,Brownstone Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-brush-box,hardwood-collection-brush-box,/products/hardwood-collection-brush-box/,,,,Hardwood Collection,hardwood-collection,Brush Box,Engineered timber,"Hardwood Collection Brush Box is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,WR Laminate Download Warranty Download Brochure - Oakleaf HD PLUS Laminate Downl,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/brush-box/brush-box-swatch.webp,Brush Box Hardwood Collection flooring,single-image-only,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-burnt-ash,hardwood-collection-burnt-ash,/products/hardwood-collection-burnt-ash/,,,,Hardwood Collection,hardwood-collection,Burnt Ash,Engineered timber,"Hardwood Collection Burnt Ash is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Floor Care Download Acoustic Test 14mm Download See more of our product,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/burnt-ash/burnt-ash-swatch.webp,Burnt Ash Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-carbon,hardwood-collection-carbon,/products/hardwood-collection-carbon/,,,,Hardwood Collection,hardwood-collection,Carbon,Engineered timber,"Hardwood Collection Carbon is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download See more of our products Hybrid Flooring Urban Grey Hybrid Flooring Wil,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/carbon/carbon-swatch.webp,Carbon Hardwood Collection flooring,multi-image,,the end result provides durability with charming visual decors ideal for everyda,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-castle-grey,hardwood-collection-castle-grey,/products/hardwood-collection-castle-grey/,,,,Hardwood Collection,hardwood-collection,Castle Grey,Engineered timber,"Hardwood Collection Castle Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Click Download Warranty,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/castle-grey/castle-grey-swatch.webp,Castle Grey Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chablis,hardwood-collection-chablis,/products/hardwood-collection-chablis/,,,,Hardwood Collection,hardwood-collection,Chablis,Engineered timber,"Hardwood Collection Chablis is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,"Bathrooms, Laundry & Powder Rooms. No document found Benefits Rated as 72hr Wate",,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chablis/chablis-swatch.webp,Chablis Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chalkers-ridge,hardwood-collection-chalkers-ridge,/products/hardwood-collection-chalkers-ridge/,,,,Hardwood Collection,hardwood-collection,Chalkers Ridge,Engineered timber,"Hardwood Collection Chalkers Ridge is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.","12mm, AC4, Plank Size: Length 2200mm, Pack Qty: 1.698m² Width: 193mm, Thickness:",,,Download Acoustic Test Download Floor Care Download Specification Data Sheet Dow,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chalkers-ridge/chalkers-ridge-swatch.webp,Chalkers Ridge Hardwood Collection flooring,multi-image,,,,,,,,,"12mm, AC4, Plank Size: Length 2200mm, Pack Qty: 1.698m² Width: 193mm, Thickness:",,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-charm-grey,hardwood-collection-charm-grey,/products/hardwood-collection-charm-grey/,,,,Hardwood Collection,hardwood-collection,Charm Grey,Engineered timber,"Hardwood Collection Charm Grey is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Floor Care Download Acoustic Test 14mm Download See more of our product,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/charm-grey/charm-grey-swatch.webp,Charm Grey Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chesterfield,hardwood-collection-chesterfield,/products/hardwood-collection-chesterfield/,,,,Hardwood Collection,hardwood-collection,Chesterfield,Engineered timber,"Hardwood Collection Chesterfield is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,"s. Pre-finished, Matte PU Lacquer. Surface is light wire brushed. Size & Length",,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chesterfield/chesterfield-swatch.webp,Chesterfield Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Grade & Surf,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chevron-cannes,hardwood-collection-chevron-cannes,/products/hardwood-collection-chevron-cannes/,,,,Hardwood Collection,hardwood-collection,Chevron Cannes,Engineered timber,"Hardwood Collection Chevron Cannes is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chevron-cannes/chevron-cannes-swatch.webp,Chevron Cannes Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 21,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chevron-champagne,hardwood-collection-chevron-champagne,/products/hardwood-collection-chevron-champagne/,,,,Hardwood Collection,hardwood-collection,Chevron Champagne,Engineered timber,"Hardwood Collection Chevron Champagne is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chevron-champagne/chevron-champagne-swatch.webp,Chevron Champagne Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 21,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chevron-latte,hardwood-collection-chevron-latte,/products/hardwood-collection-chevron-latte/,,,,Hardwood Collection,hardwood-collection,Chevron Latte,Engineered timber,"Hardwood Collection Chevron Latte is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chevron-latte/chevron-latte-swatch.webp,Chevron Latte Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 15,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chevron-riesling,hardwood-collection-chevron-riesling,/products/hardwood-collection-chevron-riesling/,,,,Hardwood Collection,hardwood-collection,Chevron Riesling,Engineered timber,"Hardwood Collection Chevron Riesling is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chevron-riesling/chevron-riesling-swatch.webp,Chevron Riesling Hardwood Collection flooring,multi-image,,can be refurbished and rejuvenated when required. Download Brochure Dimension 60,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chevron-vintage,hardwood-collection-chevron-vintage,/products/hardwood-collection-chevron-vintage/,,,,Hardwood Collection,hardwood-collection,Chevron Vintage,Engineered timber,"Hardwood Collection Chevron Vintage is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Instruction T&G Ranges Download Installation Instruction Parquetry Download Warr,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chevron-vintage/chevron-vintage-swatch.webp,Chevron Vintage Hardwood Collection flooring,single-image-only,,can be refurbished and rejuvenated when required. Download Brochure Dimension 15,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-chicory,hardwood-collection-chicory,/products/hardwood-collection-chicory/,,,,Hardwood Collection,hardwood-collection,Chicory,Engineered timber,"Hardwood Collection Chicory is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Acoustic Test 8mm Aspire Hybrid Download Slip Test - Oil Wet Inclining,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/chicory/chicory-swatch.webp,Chicory Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-cloud-break,hardwood-collection-cloud-break,/products/hardwood-collection-cloud-break/,,,,Hardwood Collection,hardwood-collection,Cloud Break,Engineered timber,"Hardwood Collection Cloud Break is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Floor Care Download Acoustic Test 14mm Download See more of our product,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/cloud-break/cloud-break-swatch.webp,Cloud Break Hardwood Collection flooring,multi-image,,,,,,,,,,,,,,,Confirm sanding or coating requirements before order.,,, live import
hardwood-collection-coastal-spotted-gum,hardwood-collection-coastal-spotted-gum,/products/hardwood-collection-coastal-spotted-gum/,,,,Hardwood Collection,hardwood-collection,Coastal Spotted Gum,Engineered timber,"Hardwood Collection Coastal Spotted Gum is available through Oz Timber Floor for supply-only, stock and supply + install enquiries across Sydney projects.",,,,Download Warranty Download Brochure - Ultimo Vinyl Plank Download See more of ou,,Confirm current warranty details with the supplier before order.,"Premium timber-look homes, renovation upgrades and selected builder schedules.","Subfloor, installation and finishing requirements should be confirmed before order.",Check stock availability,/assets/products/engineered-timber/hardwood-collection/coastal-spotted-gum/coastal-spotted-gum-swatch.webp,Coastal Spotted Gum Hardwood Collection flooring,multi-image,,,,,,,,Spotted Gum,,,,,,,Confirm sanding or coating requirements before order.,,, live import
